acceleration_x,acceleration_y,acceleration_z,temperature_c,humidity_percent,wind_speed_mps,fft_peak_freq,fft_magnitude,degradation_score,forecast_score_next_30d,vibration_rms,vibration_peak,avg_temp_2h,avg_temp_1d,temp_deviation_2h,wind_max_gust_2h,wind_avg_2h,wind_max_gust_1d,wind_avg_1d,structural_condition
-0.3818890894838536,-0.6791548583566693,-0.5780127997907315,-0.42955947833462105,0.3540824050389381,0.971716837692477,0.8246678980713988,1.236066888492474,0.30456176974744753,0.17819916863344692,-0.7181867767304031,-0.9678978814621098,0.6762358451717683,1.4497129573633636,-0.6738411444257733,0.08508362793004672,0.9129215419985683,0.09574115625181186,-0.42039526793536447,1
-1.985886562272289,-1.7091400163411041,0.03228914197163585,0.32990832993540464,0.8757110395612778,1.0738183099737921,0.45767624882678837,0.03542505556110916,0.6758847833239378,0.6722860928992022,1.19223252889533,0.753314924319906,0.5288970800243489,0.3362853550286938,0.2992936902318822,0.5359602532533508,0.57486880017921,0.20817953174755563,0.18865934528635847,2
-0.6491840776087298,0.29356557812384965,0.19721561991868775,-1.5434276961575382,-2.346372267099765,1.1770830782098756,1.1359175489372115,-0.4200672629488764,0.6392958781119981,0.6129814622946491,-1.3780231316154328,-1.1538175752099837,0.058979436236547736,0.27674855501983137,-1.6175714277388908,0.8395271990610156,0.8731155219709609,0.22142148924034133,0.20425528653143984,2
-0.02163579865085134,0.7880853842477896,-0.11987931497221331,-1.3728454863340032,-3.671289381002822,-0.1991382058675822,0.35620668755389484,0.91379534601881,0.8956796651705009,0.9423495182771517,-1.2745654422341495,-1.0183833607087227,1.251184341679,0.06745904654108181,-1.3969228381295458,0.2655495060539681,0.5051528956184581,0.2261438207195554,0.7337187515268531,3
-0.617316345799853,-0.821744230053099,1.102653714564455,1.0712846449651685,0.295107630812822,0.12447064866626659,-1.356390787284834,0.10413374164208786,0.25962005552085504,0.44010244942888116,0.11788501799737136,-0.17761176408141793,0.24413981596757417,-0.8027638831661777,1.1556968010498998,0.6388760015420254,0.8855315363449436,0.0027051920731491685,-0.572487333595383,1
2.1467613260980434,0.5870911293088404,-0.23733859762012943,-3.48574106361665,0.09953525947416705,0.31360390235786006,-1.4860891759206243,0.9247595120687513,0.3355087998355304,0.2821538520561638,1.3014726493699038,1.7612543796895117,0.24923311722842648,0.8507747335061715,-3.93770848449916,-0.35029590868775645,0.7966369211847701,0.13532180489639278,0.8921332864019575,1
0.2603695942601155,-1.2821773974113955,0.04930295076166205,-0.34674913827233794,0.99997863986369,0.521485035859014,0.16747750121935082,1.5386652745922669,-0.08769089226025285,-0.29621395181562604,-0.35570280686832284,0.026288516338439077,-0.08746071717256744,-0.7273573319429963,-0.24295602212427567,-0.35245322420811814,0.9971360705076514,0.16790577057074382,-0.10521825716795258,1
-0.2236572665994823,1.119388868036514,-0.16144216401810843,1.5354731541870545,-0.2596902966508416,0.9302122882800813,0.9893775744128391,0.4793949091911981,0.7829302642779562,0.7321415379099756,-0.5600696558254648,-0.2826337229828269,0.1887151712239995,0.29752538607808565,1.5263056922181835,-0.34667854793009084,-0.7119729116031073,0.22142148924034133,0.2764256805118891,2
-0.16574615605134996,1.3262341758163882,0.1437736146944534,0.04826266478567387,0.8729770362179257,0.9944574792364413,-0.1209406503854155,-1.870585075836684,-0.5046068490878628,-0.372387738725359,-0.2200476681268402,0.16086244114073514,1.0885996301643137,-0.4997490683920449,0.11786520938082538,0.6902204609142215,-0.3357164780811957,0.21217222893328358,0.6421625697095625,0
0.4182723090806141,-0.04181632525259558,0.7741021851232014,0.7032734409995184,0.6897397991826767,1.161202236157513,-2.2210645851067095,-0.14650008892838798,0.44017683932332735,0.3682110043191265,-1.0942708257652511,-0.9276901579782714,0.6149482183720556,0.5002079391377238,0.6611129961829156,0.7669939544848642,1.0926396649245982,0.13954927438209141,0.7569199028496322,1
