acceleration_x,acceleration_y,acceleration_z,temperature_c,humidity_percent,wind_speed_mps,fft_peak_freq,fft_magnitude,degradation_score,structural_condition,damage_class,forecast_score_next_30d,date,time,vibration_rms,vibration_peak,avg_temp_2h,avg_temp_1d,temp_deviation_2h,wind_max_gust_2h,wind_avg_2h,wind_max_gust_1d,wind_avg_1d
-0.428902079779726,0.0091630160561347,-0.4484295835646354,24.263204667433644,82.5734763539799,9.129823960618234,3.264360223804593,1.393159023119367,75.15589788938354,3,Severe,83.16475327388918,2020-01-01,00:00:00,0.6205884677615043,0.4484295835646354,24.263204667433644,24.263204667433644,0.0,9.129823960618234,9.129823960618234,9.129823960618234,9.129823960618234
0.0868931336052859,-0.0054820148231375,0.4229731795807928,19.34383842666696,83.54511192850582,6.67618459443649,1.2902510957552502,0.1909759759150162,10.844521411830709,0,No Damage,16.16865266235886,2020-01-01,00:15:00,0.43184115111803867,0.4229731795807928,21.803521547050302,21.803521547050302,-2.4596831203833425,9.129823960618234,7.903004277527362,9.129823960618234,7.903004277527362
-0.1685312893786957,-0.7034995668649233,-0.4039031277112336,18.02108244916831,41.88153995517544,1.0841212582924094,4.899751515371277,1.4028450396890637,61.67397417359095,2,Moderate,65.25488099116326,2020-01-01,00:30:00,0.8285240929832381,0.7034995668649233,20.542708514422973,20.542708514422973,-2.5216260652546616,9.129823960618234,5.630043271115711,9.129823960618234,5.630043271115711
-0.242926499324204,-0.0468383666946735,-0.3596854183813993,19.9082779108974,81.78719982929506,0.003721755612151,2.347589644163494,0.6592386479462076,26.5738561244083,1,Minor,29.03016343254881,2020-01-01,00:45:00,0.43655551406979093,0.3596854183813993,20.38410086354158,20.38410086354158,-0.4758229526441795,9.129823960618234,4.223462892239821,9.129823960618234,4.223462892239821
0.1756377321990435,0.0007916719464689,-0.2425741322560782,30.99528642281544,89.3941473006351,1.0322348117796911,0.9286260965345204,0.7334595466349689,38.942145366070825,1,Minor,34.534451170792,2020-01-01,01:00:00,0.29948530741303997,0.2425741322560782,22.506337975396352,22.506337975396352,8.488948447419087,9.129823960618234,3.5852172761477954,9.129823960618234,3.5852172761477954
-0.2597877574029804,0.3647989130091563,-0.047853744755736,27.391412301887826,80.90537452741162,5.584153902116978,1.516210469749629,1.3090070976811965,11.478560658973144,0,No Damage,8.589991219945475,2020-01-01,01:15:00,0.45039749856796374,0.3647989130091563,23.320517029811597,23.320517029811597,4.070895272076228,9.129823960618234,3.9183733804759924,9.129823960618234,3.9183733804759924
-0.0748948352563031,-0.0592749143287945,0.1627848622872557,26.33749226747113,34.92240393081248,1.9378151285037348,3.0487082394906606,1.1265959165370412,44.77508824845168,1,Minor,46.01282821850889,2020-01-01,01:30:00,0.18873702129321504,0.1627848622872557,23.75151349233439,23.75151349233439,2.5859787751367413,9.129823960618234,3.6354364873370986,9.129823960618234,3.6354364873370986
-0.0105186542855776,-0.2380655283004399,0.4445744804354921,24.08982745007574,64.46455903006995,6.412842218460321,0.6105169614085397,0.4761079972568497,36.62978992289821,1,Minor,33.5206146319475,2020-01-01,01:45:00,0.5044128334087414,0.4445744804354921,23.793802737052058,23.793802737052058,0.2960247130236837,9.129823960618234,3.982612203727501,9.129823960618234,3.982612203727501
0.0599371751285615,0.3353023559712556,-0.2248647497989472,35.894112566158924,62.35618432388262,4.433310445152855,1.048861889383938,0.5023623555821698,55.22362881903382,2,Moderate,54.7384570683364,2020-01-01,02:00:00,0.4081473883101661,0.3353023559712556,25.247666224392717,25.138281606952816,10.755830959206108,6.67618459443649,3.395548014294329,9.129823960618234,4.032689786108096
-0.1783934535638493,0.0239273616643467,-0.2381995867340296,15.47217184498405,75.44805493380865,10.603704006891174,4.33648654577363,0.7121099981115404,39.44381157303992,1,Minor,40.3782774337955,2020-01-01,02:15:00,0.2985561689714621,0.2381995867340296,24.763707901682356,24.171670630755944,-8.699498785771894,10.603704006891174,3.8864879408511643,10.603704006891174,4.689791208186404
