acceleration_x,acceleration_y,acceleration_z,temperature_c,humidity_percent,wind_speed_mps,fft_peak_freq,fft_magnitude,degradation_score,forecast_score_next_30d,vibration_rms,vibration_peak,avg_temp_2h,avg_temp_1d,temp_deviation_2h,wind_max_gust_2h,wind_avg_2h,wind_max_gust_1d,wind_avg_1d
0.5212887093705438,0.9492159635384324,1.0209753790942593,1.3423638415886259,0.8357508593147135,0.5293600145104708,-0.6652538924159647,-0.22381855085952856,0.549844398004963,0.42102667161935553,-0.06820667332701737,-0.3451567071135771,1.2077161442198763,-0.7777552683766729,1.4190056271826996,0.7901914055274604,1.102670397514225,0.22338360669441423,0.7375623025462652
1.0848257058387598,0.6652949761085957,-0.41523521584201734,-0.6817842316164915,0.3234206710618255,0.6771487431496757,0.41953470977086116,0.03388526657257979,0.666539758818914,0.6090751992304977,-0.3331177939953221,-0.3564852433912691,-0.30044106177784874,0.44912917190991547,-0.754372367853092,-1.3143621610149785,-0.32267139652415544,0.21835121958008946,0.10501962201159536
1.1326641998680718,0.8392436679364176,0.18570324856374787,-1.1340071275624741,1.0635800292603474,0.7165584778250808,-1.8905692996919563,-1.0824003991095523,0.5167946625014265,0.6194236472574203,-0.2201448102169635,-0.2528917449900055,-0.42119545682065,0.1533557482276727,-1.1701300124317349,0.6788568818082393,1.0432199372449862,0.13110349440717206,0.4339545109533488
0.3004590227876843,0.40833036314177706,1.1745112846320513,0.23811405849181339,-0.025663751285026855,-1.2126204966379603,-0.41328266601713187,-1.6022399297052867,0.317208357187131,0.13660547654871755,-0.3157138768096258,-0.004886478561853753,-1.5759437316093574,-0.29626778140367305,0.2801223543400029,0.2160352705621208,-0.7444666167020575,0.03139551240864327,0.1618272070485974
1.218640050102186,-1.2112544567497598,1.1298223387206165,0.2987145712658061,-0.34850372892099785,0.029497577982921065,1.0228570191644732,0.71360791466665,0.6087719429807962,0.5389437679569687,0.8401711099073242,-0.06807350119015886,0.49757164217326827,-0.567354331972123,0.36912553791841085,-0.09679142909253305,-0.5476187810635411,0.03139551240864327,0.8787283393273149
0.4082949169710543,-0.9047772290000795,0.4748421726493122,0.7934230213981295,0.5433436462860296,0.5657223872832177,-0.3745795058977402,-1.3258820421407027,0.779896935461563,0.9607238258691885,-0.714920965088568,-0.6232903843544876,0.5509364946964035,0.9326712357721814,0.7106424406877699,0.36272092210313145,0.8138467697843514,0.1265984605992591,0.5556623605117587
-0.1353444642537718,-1.8831308523972117,-1.996313315110409,-0.5638562606076012,-0.6128581566430715,1.0007658211907213,1.1540174221596602,1.177805720137592,1.0567072408770557,1.119339906968355,1.3790809253176597,0.888910842579541,1.193261941185608,1.87415934805568,-0.8862880184578525,0.017936567769872624,0.6654181818074941,-0.2981595859071291,-0.6291229663319078
1.1703054754101967,0.5946107293652085,0.11391502367774478,-0.07248787915558116,0.7322800064988206,-1.758353660735614,-1.0877234039280117,0.11867009293978069,0.3635104114480995,0.42293957378070446,-0.37833083593658556,-0.1717631353182417,0.23394320740455796,0.5881511376080203,-0.14412567350631028,0.8333594448991419,0.7227153261240282,0.1265984605992591,0.809665459631996
-1.7099019368681927,-0.91344191884262,0.32285230618915195,0.538019499301128,0.7870960017016753,-0.6818893812980862,0.10482763637236994,0.7637803742379345,-0.45169318998281466,-0.44555217180833034,0.48273196314061206,0.5074567192289718,-0.39938015060075266,0.31961512731952,0.5155033084907559,-0.3065482906264477,-0.2222709372297962,0.21835121958008946,0.20617762429702913
0.910665791708799,0.653038697231609,-0.21548252244326016,0.8887068979453051,-0.328771146524812,0.30881534773760094,0.654129754187711,0.4805467050586363,0.84853239675609,0.8879428394846912,-0.7137804011541307,-0.738383482478013,1.2756020526263279,0.42634563927563024,0.861739809260718,-0.8582508806766097,-0.41949878800576995,0.16132180217639355,-0.0766159645545872
-0.04673807197186611,-1.2919048452160098,0.60941817247549,-0.07962330376141599,-0.8168107472395815,0.6134572078466677,1.3384385717651937,-1.7278146862700525,0.22297613426845764,0.36864255054882494,-0.19106553192561018,-0.016522384786993954,0.4556391614726024,0.7612549322932354,-0.17577567839748534,0.5544493140845563,1.1925350122216363,0.22338360669441423,0.9587297465394526
0.49092761294125375,-1.3582982839752067,0.43455454245410835,0.5184801419727096,0.6785648969977397,-0.025241139222045704,0.14965702180054294,0.6005426427250768,0.24921706139977173,0.21525118965639392,-0.13822823265851028,0.07999183542380235,0.22450694581431824,-1.2680061106760514,0.6508957294507921,0.45530917100767454,-0.5202784646999062,-0.01472540377888456,-0.08265850846119462
-0.43706851848913764,-0.0844891204153483,0.13157848335818273,1.5950487805843054,-0.566489128456649,1.081662224812689,-0.43302465076518354,1.3462559321584961,-0.0485470673540818,0.03150367633524292,-1.7007167637308758,-1.4826976412196684,0.7984424339310642,0.8737935745415182,1.5430595027406644,0.4270275854735572,0.5181685836432844,-0.055309196824292806,-0.0004071395596800785
